Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
BUENOS AIRES,Maipú,Maipú,otros,6511020,1100.0
BUENOS AIRES,Maipú,Maipú,wireless,6511020,20.0
BUENOS AIRES,Maipú,Santo Domingo,satelital,6511030,1.0
BUENOS AIRES,Maipú,Santo Domingo,wireless,6511030,7.0
BUENOS AIRES,Malvinas Argentinas,Area De Promocion El Triángulo,adsl,6515010,101.0
BUENOS AIRES,Malvinas Argentinas,Area De Promocion El Triángulo,fibra optica,6515010,110.0
BUENOS AIRES,Malvinas Argentinas,Grand Bourg,adsl,6515010,477.0
BUENOS AIRES,Malvinas Argentinas,Grand Bourg,cablemodem,6515010,6901.0
BUENOS AIRES,Malvinas Argentinas,Grand Bourg,fibra optica,6515010,8104.0
BUENOS AIRES,Malvinas Argentinas,Grand Bourg,otros,6515010,1.0
BUENOS AIRES,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,adsl,6515010,232.0
BUENOS AIRES,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,cablemodem,6515010,3622.0
BUENOS AIRES,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,fibra optica,6515010,3.0
BUENOS AIRES,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,otros,6515010,1.0
BUENOS AIRES,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,wireless,6515010,110.0
BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogués,adsl,6515010,25.0
BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogués,cablemodem,6515010,3148.0
BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogués,dial up,6515010,3.0
BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogués,fibra optica,6515010,1889.0
BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogués,otros,6515010,3.0
BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogués,wireless,6515010,1.0
BUENOS AIRES,Malvinas Argentinas,Los Polvorines,adsl,6515010,129.0
BUENOS AIRES,Malvinas Argentinas,Los Polvorines,cablemodem,6515010,6667.0
BUENOS AIRES,Malvinas Argentinas,Los Polvorines,dial up,6515010,23.0
BUENOS AIRES,Malvinas Argentinas,Los Polvorines,fibra optica,6515010,6525.0
BUENOS AIRES,Malvinas Argentinas,Los Polvorines,otros,6515010,5.0
BUENOS AIRES,Malvinas Argentinas,Los Polvorines,satelital,6515010,1.0
BUENOS AIRES,Malvinas Argentinas,Los Polvorines,wireless,6515010,1.0
BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,cablemodem,6515010,1248.0
BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,fibra optica,6515010,2.0
BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,satelital,6515010,1.0
BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,wireless,6515010,14.0
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,adsl,6515010,1040.0
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,cablemodem,6515010,3482.0
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,dial up,6515010,1.0
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,fibra optica,6515010,48.0
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,otros,6515010,7047.0
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,adsl,6515010,20.0
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,cablemodem,6515010,3563.0
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,dial up,6515010,3.0
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,fibra optica,6515010,2684.0
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,otros,6515010,5.0
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,wireless,6515010,22.0
BUENOS AIRES,Mar Chiquita,Coronel Vidal,adsl,6518010,3.0
BUENOS AIRES,Mar Chiquita,Coronel Vidal,cablemodem,6518010,1607.0
BUENOS AIRES,Mar Chiquita,Coronel Vidal,fibra optica,6518010,284.0
BUENOS AIRES,Mar Chiquita,Coronel Vidal,wireless,6518010,118.0
BUENOS AIRES,Mar Chiquita,General Pirán,dial up,6518020,1.0
BUENOS AIRES,Mar Chiquita,General Pirán,fibra optica,6518020,750.0
BUENOS AIRES,Mar Chiquita,General Pirán,wireless,6518020,44.0
BUENOS AIRES,Mar Chiquita,La Armonía,wireless,6518030,101.0
BUENOS AIRES,Mar Chiquita,La Caleta,wireless,6518020,157.0
BUENOS AIRES,Mar Chiquita,Mar de Cobo,adsl,6518050,158.0
BUENOS AIRES,Mar Chiquita,Mar de Cobo,dial up,6518050,1.0
BUENOS AIRES,Mar Chiquita,Mar de Cobo,fibra optica,6518050,1439.0
BUENOS AIRES,Mar Chiquita,Santa Clara del Mar,adsl,6518060,1617.0
BUENOS AIRES,Mar Chiquita,Santa Clara del Mar,cablemodem,6518060,1965.0
BUENOS AIRES,Mar Chiquita,Santa Clara del Mar,fibra optica,6518060,2113.0
BUENOS AIRES,Mar Chiquita,Santa Clara del Mar,wireless,6518060,558.0
BUENOS AIRES,Mar Chiquita,Vivoratá,fibra optica,6518070,15.0
BUENOS AIRES,Mar Chiquita,Vivoratá,wireless,6518070,303.0
BUENOS AIRES,Marcos Paz,Marcos Paz,adsl,6525020,1031.0
BUENOS AIRES,Marcos Paz,Marcos Paz,cablemodem,6525020,8750.0
BUENOS AIRES,Marcos Paz,Marcos Paz,dial up,6525020,10.0
BUENOS AIRES,Marcos Paz,Marcos Paz,fibra optica,6525020,3954.0
BUENOS AIRES,Marcos Paz,Marcos Paz,otros,6525020,3.0
BUENOS AIRES,Marcos Paz,Marcos Paz,satelital,6525020,1.0
BUENOS AIRES,Marcos Paz,Marcos Paz,wireless,6525020,12.0
BUENOS AIRES,Mercedes,Gowland,fibra optica,6532010,5.0
BUENOS AIRES,Mercedes,Gowland,wireless,6532010,101.0
BUENOS AIRES,Mercedes,Jorge Born,wireless,6532030,5.0
BUENOS AIRES,Mercedes,Mercedes,adsl,6532020,879.0
BUENOS AIRES,Mercedes,Mercedes,cablemodem,6532020,6267.0
BUENOS AIRES,Mercedes,Mercedes,dial up,6532020,58.0
BUENOS AIRES,Mercedes,Mercedes,fibra optica,6532020,4520.0
BUENOS AIRES,Mercedes,Mercedes,satelital,6532020,3.0
BUENOS AIRES,Mercedes,Mercedes,wireless,6532020,1596.0
BUENOS AIRES,Merlo,Libertad,adsl,6539010,22.0
BUENOS AIRES,Merlo,Libertad,cablemodem,6539010,12097.0
BUENOS AIRES,Merlo,Libertad,dial up,6539010,12.0
BUENOS AIRES,Merlo,Libertad,fibra optica,6539010,16228.0
BUENOS AIRES,Merlo,Libertad,otros,6539010,12.0
BUENOS AIRES,Merlo,Libertad,satelital,6539010,1.0
BUENOS AIRES,Merlo,Libertad,wireless,6539010,1763.0
BUENOS AIRES,Merlo,Mariano Acosta,adsl,6539010,1818.0
BUENOS AIRES,Merlo,Mariano Acosta,cablemodem,6539010,7957.0
BUENOS AIRES,Merlo,Mariano Acosta,fibra optica,6539010,8676.0
BUENOS AIRES,Merlo,Mariano Acosta,wireless,6539010,5.0
BUENOS AIRES,Merlo,Merlo,adsl,6539010,180.0
BUENOS AIRES,Merlo,Merlo,cablemodem,6539010,38354.0
BUENOS AIRES,Merlo,Merlo,dial up,6539010,66.0
BUENOS AIRES,Merlo,Merlo,fibra optica,6539010,26684.0
BUENOS AIRES,Merlo,Merlo,otros,6539010,52.0
BUENOS AIRES,Merlo,Merlo,satelital,6539010,1.0
BUENOS AIRES,Merlo,Merlo,wireless,6539010,1374.0
BUENOS AIRES,Merlo,OTROS,fibra optica,Sin Datos,1.0
BUENOS AIRES,Merlo,Pontevedra,adsl,6539010,405.0
BUENOS AIRES,Merlo,Pontevedra,cablemodem,6539010,4261.0
BUENOS AIRES,Merlo,Pontevedra,dial up,6539010,2.0
BUENOS AIRES,Merlo,Pontevedra,fibra optica,6539010,2907.0
BUENOS AIRES,Merlo,Pontevedra,otros,6539010,2.0
BUENOS AIRES,Merlo,Pontevedra,wireless,6539010,1273.0
BUENOS AIRES,Merlo,San Antonio De Padua,adsl,6539010,4.0
BUENOS AIRES,Merlo,San Antonio De Padua,cablemodem,6539010,7154.0
BUENOS AIRES,Merlo,San Antonio De Padua,dial up,6539010,3.0
BUENOS AIRES,Merlo,San Antonio De Padua,fibra optica,6539010,6110.0
BUENOS AIRES,Merlo,San Antonio De Padua,otros,6539010,4.0
BUENOS AIRES,Merlo,San Antonio De Padua,wireless,6539010,460.0
BUENOS AIRES,Monte,Abbott,fibra optica,6547010,302.0
BUENOS AIRES,Monte,Abbott,wireless,6547010,18.0
BUENOS AIRES,Monte,San Miguel del Monte  (Est. Monte),adsl,6547020,563.0
BUENOS AIRES,Monte,San Miguel del Monte  (Est. Monte),cablemodem,6547020,1917.0
BUENOS AIRES,Monte,San Miguel del Monte  (Est. Monte),dial up,6547020,3.0
BUENOS AIRES,Monte,San Miguel del Monte  (Est. Monte),fibra optica,6547020,4627.0
BUENOS AIRES,Monte,San Miguel del Monte  (Est. Monte),wireless,6547020,367.0
BUENOS AIRES,Monte Hermoso,Balneario Sauce Grande,fibra optica,6553010,829.0
BUENOS AIRES,Monte Hermoso,Monte Hermoso,adsl,6553020,6.0
BUENOS AIRES,Monte Hermoso,Monte Hermoso,fibra optica,6553020,6158.0
BUENOS AIRES,Moreno,Cuartel V,cablemodem,6560010,1710.0
BUENOS AIRES,Moreno,Cuartel V,dial up,6560010,3.0
BUENOS AIRES,Moreno,Cuartel V,fibra optica,6560010,690.0
BUENOS AIRES,Moreno,Cuartel V,wireless,6560010,128.0
BUENOS AIRES,Moreno,Francisco Alvarez,adsl,6560010,596.0
BUENOS AIRES,Moreno,Francisco Alvarez,cablemodem,6560010,5315.0
BUENOS AIRES,Moreno,Francisco Alvarez,dial up,6560010,10.0
BUENOS AIRES,Moreno,Francisco Alvarez,fibra optica,6560010,1170.0
BUENOS AIRES,Moreno,Francisco Alvarez,otros,6560010,98.0
BUENOS AIRES,Moreno,Francisco Alvarez,wireless,6560010,199.0
BUENOS AIRES,Moreno,La Reja,adsl,6560010,4.0
BUENOS AIRES,Moreno,La Reja,cablemodem,6560010,5787.0
BUENOS AIRES,Moreno,La Reja,dial up,6560010,8.0
BUENOS AIRES,Moreno,La Reja,fibra optica,6560010,2182.0
BUENOS AIRES,Moreno,La Reja,otros,6560010,493.0
BUENOS AIRES,Moreno,La Reja,satelital,6560010,1.0
BUENOS AIRES,Moreno,La Reja,wireless,6560010,150.0
BUENOS AIRES,Moreno,Moreno,adsl,6560010,78.0
BUENOS AIRES,Moreno,Moreno,cablemodem,6560010,51539.0
BUENOS AIRES,Moreno,Moreno,dial up,6560010,82.0
BUENOS AIRES,Moreno,Moreno,fibra optica,6560010,19917.0
BUENOS AIRES,Moreno,Moreno,otros,6560010,174.0
BUENOS AIRES,Moreno,Moreno,satelital,6560010,2.0
BUENOS AIRES,Moreno,Moreno,wireless,6560010,577.0
BUENOS AIRES,Moreno,Paso Del Rey,cablemodem,6560010,7802.0
BUENOS AIRES,Moreno,Paso Del Rey,fibra optica,6560010,2663.0
BUENOS AIRES,Moreno,Paso Del Rey,satelital,6560010,3.0
BUENOS AIRES,Moreno,Paso Del Rey,wireless,6560010,72.0
BUENOS AIRES,Moreno,Trujui,adsl,6560010,40.0
BUENOS AIRES,Moreno,Trujui,cablemodem,6560010,6545.0
BUENOS AIRES,Moreno,Trujui,dial up,6560010,13.0
BUENOS AIRES,Moreno,Trujui,fibra optica,6560010,13927.0
BUENOS AIRES,Moreno,Trujui,otros,6560010,2.0
BUENOS AIRES,Moreno,Trujui,wireless,6560010,110.0
BUENOS AIRES,Morón,Castelar,adsl,6568010,6.0
BUENOS AIRES,Morón,Castelar,cablemodem,6568010,18447.0
BUENOS AIRES,Morón,Castelar,fibra optica,6568010,11993.0
BUENOS AIRES,Morón,Castelar,otros,6568010,12.0
BUENOS AIRES,Morón,Castelar,wireless,6568010,99.0
BUENOS AIRES,Morón,El Palomar,adsl,6568010,27.0
BUENOS AIRES,Morón,El Palomar,cablemodem,6568010,9774.0
BUENOS AIRES,Morón,El Palomar,dial up,6568010,4.0
BUENOS AIRES,Morón,El Palomar,fibra optica,6568010,4673.0
BUENOS AIRES,Morón,El Palomar,otros,6568010,9.0
BUENOS AIRES,Morón,El Palomar,satelital,6568010,1.0
BUENOS AIRES,Morón,El Palomar,wireless,6568010,19.0
BUENOS AIRES,Morón,Haedo,adsl,6568010,107.0
BUENOS AIRES,Morón,Haedo,cablemodem,6568010,9791.0
BUENOS AIRES,Morón,Haedo,dial up,6568010,97.0
BUENOS AIRES,Morón,Haedo,fibra optica,6568010,15006.0
BUENOS AIRES,Morón,Haedo,otros,6568010,7.0
BUENOS AIRES,Morón,Haedo,wireless,6568010,33.0
BUENOS AIRES,Morón,Moron,adsl,6568010,522.0
BUENOS AIRES,Morón,Moron,cablemodem,6568010,21242.0
BUENOS AIRES,Morón,Moron,dial up,6568010,68.0
BUENOS AIRES,Morón,Moron,fibra optica,6568010,20400.0
BUENOS AIRES,Morón,Moron,otros,6568010,18.0
BUENOS AIRES,Morón,Moron,satelital,6568010,3.0
BUENOS AIRES,Morón,Moron,wireless,6568010,19.0
BUENOS AIRES,Morón,Villa Sarmiento,adsl,6568010,8.0
BUENOS AIRES,Morón,Villa Sarmiento,cablemodem,6568010,4605.0
BUENOS AIRES,Morón,Villa Sarmiento,dial up,6568010,19.0
BUENOS AIRES,Morón,Villa Sarmiento,fibra optica,6568010,5057.0
BUENOS AIRES,Morón,Villa Sarmiento,wireless,6568010,91.0
BUENOS AIRES,Navarro,José Juan Almeyra,wireless,6574010,99.0
BUENOS AIRES,Navarro,Las Marianas,wireless,6574020,214.0
BUENOS AIRES,Navarro,Navarro,adsl,6574030,304.0
BUENOS AIRES,Navarro,Navarro,cablemodem,6574030,1919.0
BUENOS AIRES,Navarro,Navarro,dial up,6574030,2.0
BUENOS AIRES,Navarro,Navarro,fibra optica,6574030,2094.0
BUENOS AIRES,Navarro,Navarro,satelital,6574030,1.0
BUENOS AIRES,Navarro,Navarro,wireless,6574030,128.0
BUENOS AIRES,Navarro,Villa Moll  (Est. Moll),fibra optica,6574040,5.0
BUENOS AIRES,Navarro,Villa Moll  (Est. Moll),wireless,6574040,185.0
BUENOS AIRES,Necochea,Claraz,wireless,6581010,105.0
BUENOS AIRES,Necochea,Energía,wireless,6581025,24.0
BUENOS AIRES,Necochea,Juan N. Fernández,adsl,6581030,525.0
BUENOS AIRES,Necochea,Juan N. Fernández,satelital,6581030,2.0
BUENOS AIRES,Necochea,Juan N. Fernández,wireless,6581030,113.0
BUENOS AIRES,Necochea,Necochea - Quequén,adsl,6581040,2444.0
BUENOS AIRES,Necochea,Necochea - Quequén,cablemodem,6581040,3639.0
BUENOS AIRES,Necochea,Necochea - Quequén,dial up,6581040,145.0
BUENOS AIRES,Necochea,Necochea - Quequén,fibra optica,6581040,16374.0
BUENOS AIRES,Necochea,Necochea - Quequén,otros,6581040,29.0
BUENOS AIRES,Necochea,Necochea - Quequén,satelital,6581040,1.0
BUENOS AIRES,Necochea,Necochea - Quequén,wireless,6581040,3316.0
BUENOS AIRES,Necochea,Nicanor Olivera  (Est. La Dulce),adsl,6581050,1.0
BUENOS AIRES,Necochea,Nicanor Olivera  (Est. La Dulce),dial up,6581050,2.0
BUENOS AIRES,Necochea,Nicanor Olivera  (Est. La Dulce),wireless,6581050,776.0
BUENOS AIRES,Necochea,OTROS,wireless,Sin Datos,16.0
BUENOS AIRES,Olavarría,Hinojo,adsl,6595060,9.0
BUENOS AIRES,Olavarría,Hinojo,fibra optica,6595060,118.0
BUENOS AIRES,Olavarría,Hinojo,satelital,6595060,1.0
BUENOS AIRES,Olavarría,Hinojo,wireless,6595060,1.0
BUENOS AIRES,Olavarría,Olavarría,adsl,6595070,2675.0
BUENOS AIRES,Olavarría,Olavarría,cablemodem,6595070,20176.0
BUENOS AIRES,Olavarría,Olavarría,dial up,6595070,6.0
BUENOS AIRES,Olavarría,Olavarría,fibra optica,6595070,3629.0
BUENOS AIRES,Olavarría,Olavarría,satelital,6595070,5.0
BUENOS AIRES,Olavarría,Sierra Chica,cablemodem,6595100,568.0
BUENOS AIRES,Olavarría,Sierras Bayas,adsl,6595110,256.0
BUENOS AIRES,Olavarría,Sierras Bayas,dial up,6595110,1.0
BUENOS AIRES,Olavarría,Villa Alfredo Fortabat,adsl,6595120,110.0
BUENOS AIRES,OTROS,Otros,otros,Sin Datos,24318.0
BUENOS AIRES,Patagones,Bahía San Blas,dial up,6602010,1.0
BUENOS AIRES,Patagones,Bahía San Blas,wireless,6602010,4.0
BUENOS AIRES,Patagones,Carmen de Patagones,adsl,6602030,852.0
BUENOS AIRES,Patagones,Carmen de Patagones,dial up,6602030,24.0
BUENOS AIRES,Patagones,Carmen de Patagones,fibra optica,6602030,4159.0
BUENOS AIRES,Patagones,Carmen de Patagones,otros,6602030,3.0
BUENOS AIRES,Patagones,Carmen de Patagones,satelital,6602030,1.0
BUENOS AIRES,Patagones,Carmen de Patagones,wireless,6602030,13.0
BUENOS AIRES,Patagones,José B. Casas,otros,6602040,1.0
BUENOS AIRES,Patagones,José B. Casas,wireless,6602040,5.0
BUENOS AIRES,Patagones,Juan A. Pradere,cablemodem,6602050,84.0
BUENOS AIRES,Patagones,Juan A. Pradere,otros,6602050,1.0
BUENOS AIRES,Patagones,Juan A. Pradere,wireless,6602050,4.0
BUENOS AIRES,Patagones,Stroeder,dial up,6602060,1.0
BUENOS AIRES,Patagones,Stroeder,fibra optica,6602060,781.0
BUENOS AIRES,Patagones,Stroeder,otros,6602060,1.0
BUENOS AIRES,Patagones,Stroeder,wireless,6602060,16.0
BUENOS AIRES,Patagones,Villalonga,adsl,6602070,101.0
BUENOS AIRES,Patagones,Villalonga,dial up,6602070,6.0
BUENOS AIRES,Patagones,Villalonga,fibra optica,6602070,994.0
BUENOS AIRES,Patagones,Villalonga,wireless,6602070,147.0
BUENOS AIRES,Pehuajó,Capitán Castro,wireless,6609010,3.0
BUENOS AIRES,Pehuajó,Chiclana,wireless,6609080,9.0
BUENOS AIRES,Pehuajó,Francisco Madero,dial up,6609030,1.0
BUENOS AIRES,Pehuajó,Francisco Madero,wireless,6609030,3.0
BUENOS AIRES,Pehuajó,Inocencio Sosa,wireless,6609035,3.0
BUENOS AIRES,Pehuajó,Juan José Paso,fibra optica,6609040,28.0
BUENOS AIRES,Pehuajó,Juan José Paso,wireless,6609040,385.0
BUENOS AIRES,Pehuajó,Magdala,wireless,6609050,7.0
BUENOS AIRES,Pehuajó,Mones Cazón,wireless,6609060,3.0
BUENOS AIRES,Pehuajó,Nueva Plata,wireless,6609070,3.0
BUENOS AIRES,Pehuajó,Pehuajó,adsl,6609080,3701.0
BUENOS AIRES,Pehuajó,Pehuajó,cablemodem,6609080,1.0
BUENOS AIRES,Pehuajó,Pehuajó,dial up,6609080,65.0
BUENOS AIRES,Pehuajó,Pehuajó,fibra optica,6609080,2516.0
BUENOS AIRES,Pehuajó,Pehuajó,otros,6609080,1.0
BUENOS AIRES,Pehuajó,Pehuajó,wireless,6609080,265.0
BUENOS AIRES,Pehuajó,San Bernardo  (Est. Guanaco),wireless,6609090,3.0
BUENOS AIRES,Pehuajó,San Esteban,wireless,6609020,3.0
BUENOS AIRES,Pellegrini,Bocayuva,fibra optica,6616010,1.0
BUENOS AIRES,Pellegrini,Pellegrini,adsl,6616030,240.0
BUENOS AIRES,Pellegrini,Pellegrini,cablemodem,6616030,1159.0
BUENOS AIRES,Pellegrini,Pellegrini,dial up,6616030,4.0
BUENOS AIRES,Pellegrini,Pellegrini,satelital,6616030,3.0
BUENOS AIRES,Pellegrini,Pellegrini,wireless,6616030,32.0
BUENOS AIRES,Pergamino,Acevedo,adsl,6623010,115.0
BUENOS AIRES,Pergamino,Acevedo,cablemodem,6623010,149.0
BUENOS AIRES,Pergamino,Acevedo,wireless,6623010,180.0
BUENOS AIRES,Pergamino,Fontezuela,adsl,6623020,14.0
BUENOS AIRES,Pergamino,Fontezuela,fibra optica,6623020,118.0
BUENOS AIRES,Pergamino,Fontezuela,wireless,6623020,5.0
BUENOS AIRES,Pergamino,Guerrico,cablemodem,6623030,61.0
BUENOS AIRES,Pergamino,Guerrico,wireless,6623030,55.0
BUENOS AIRES,Pergamino,Juan A. de la Peña,wireless,6623040,45.0
BUENOS AIRES,Pergamino,Juan Anchorena  (Est. Urquiza),adsl,6623050,29.0
BUENOS AIRES,Pergamino,Juan Anchorena  (Est. Urquiza),fibra optica,6623050,309.0
BUENOS AIRES,Pergamino,Juan Anchorena  (Est. Urquiza),wireless,6623050,15.0
BUENOS AIRES,Pergamino,La Violeta,adsl,6623060,346.0
BUENOS AIRES,Pergamino,Manuel Ocampo,fibra optica,6623070,448.0
BUENOS AIRES,Pergamino,Manuel Ocampo,wireless,6623070,44.0
BUENOS AIRES,Pergamino,Mariano H. Alfonzo  (Est. San Patricio),fibra optica,6623090,300.0
BUENOS AIRES,Pergamino,Mariano H. Alfonzo  (Est. San Patricio),satelital,6623090,1.0
BUENOS AIRES,Pergamino,Pergamino,adsl,6623100,1998.0
BUENOS AIRES,Pergamino,Pergamino,cablemodem,6623100,19317.0
BUENOS AIRES,Pergamino,Pergamino,dial up,6623100,77.0
BUENOS AIRES,Pergamino,Pergamino,fibra optica,6623100,2193.0
BUENOS AIRES,Pergamino,Pergamino,satelital,6623100,3.0
BUENOS AIRES,Pergamino,Pergamino,wireless,6623100,2753.0
BUENOS AIRES,Pergamino,Pinzón,wireless,6623110,1.0
BUENOS AIRES,Pergamino,Rancagua,adsl,6623120,109.0
BUENOS AIRES,Pergamino,Rancagua,fibra optica,6623120,102.0
BUENOS AIRES,Pergamino,Villa Angélica  (Est. El Socorro),cablemodem,6623130,3.0
BUENOS AIRES,Pergamino,Villa San José,fibra optica,6623140,3.0
BUENOS AIRES,Pila,Casalins,wireless,6630010,5.0
BUENOS AIRES,Pila,Pila,dial up,6630020,1.0
BUENOS AIRES,Pila,Pila,fibra optica,6630020,23.0
BUENOS AIRES,Pila,Pila,wireless,6630020,51.0
BUENOS AIRES,Pilar,Del Viso,adsl,6638040,18818.0
BUENOS AIRES,Pilar,Del Viso,cablemodem,6638040,3898.0
BUENOS AIRES,Pilar,Del Viso,fibra optica,6638040,17.0
BUENOS AIRES,Pilar,Del Viso,otros,6638040,1.0
BUENOS AIRES,Pilar,Del Viso,wireless,6638040,553.0
BUENOS AIRES,Pilar,Fátima,adsl,6638040,270.0
BUENOS AIRES,Pilar,Fátima,cablemodem,6638040,311.0
BUENOS AIRES,Pilar,Fátima,fibra optica,6638040,2692.0
BUENOS AIRES,Pilar,Fátima,wireless,6638040,1.0
BUENOS AIRES,Pilar,La Lonja,adsl,6638040,3210.0
BUENOS AIRES,Pilar,La Lonja,cablemodem,6638040,1592.0
BUENOS AIRES,Pilar,La Lonja,fibra optica,6638040,240.0
BUENOS AIRES,Pilar,La Lonja,wireless,6638040,467.0
BUENOS AIRES,Pilar,Manuel Alberti,cablemodem,6638040,1935.0
BUENOS AIRES,Pilar,Manuel Alberti,fibra optica,6638040,655.0
BUENOS AIRES,Pilar,Manzanares,cablemodem,6638040,992.0
BUENOS AIRES,Pilar,Manzanares,fibra optica,6638040,4.0
BUENOS AIRES,Pilar,Manzanares,wireless,6638040,3.0
BUENOS AIRES,Pilar,Maquinista F. Savio (oeste),wireless,6638040,54.0
BUENOS AIRES,Pilar,OTROS,cablemodem,Sin Datos,1.0
BUENOS AIRES,Pilar,OTROS,fibra optica,Sin Datos,5.0
BUENOS AIRES,Pilar,OTROS,wireless,Sin Datos,268.0
BUENOS AIRES,Pilar,Pilar,adsl,6638040,2136.0
BUENOS AIRES,Pilar,Pilar,cablemodem,6638040,33023.0
BUENOS AIRES,Pilar,Pilar,dial up,6638040,33.0
BUENOS AIRES,Pilar,Pilar,fibra optica,6638040,14078.0
BUENOS AIRES,Pilar,Pilar,otros,6638040,1082.0
BUENOS AIRES,Pilar,Pilar,satelital,6638040,4.0
BUENOS AIRES,Pilar,Pilar,wimax,6638040,90.0
BUENOS AIRES,Pilar,Pilar,wireless,6638040,627.0
BUENOS AIRES,Pilar,Presidente Derqui,adsl,6638040,1565.0
BUENOS AIRES,Pilar,Presidente Derqui,cablemodem,6638040,6305.0
BUENOS AIRES,Pilar,Presidente Derqui,fibra optica,6638040,143.0
BUENOS AIRES,Pilar,Presidente Derqui,wireless,6638040,604.0
BUENOS AIRES,Pilar,Santa Teresa,satelital,6638040,2.0
BUENOS AIRES,Pilar,Tortuguitas,fibra optica,6638040,2.0
BUENOS AIRES,Pilar,Tortuguitas,satelital,6638040,2.0
BUENOS AIRES,Pilar,Tortuguitas,wireless,6638040,3.0
BUENOS AIRES,Pilar,Villa Astolfi,cablemodem,6638040,1517.0
BUENOS AIRES,Pilar,Villa Astolfi,fibra optica,6638040,2.0
BUENOS AIRES,Pilar,Villa Astolfi,wireless,6638040,9.0
BUENOS AIRES,Pilar,Villa Rosa,adsl,6638040,322.0
BUENOS AIRES,Pilar,Villa Rosa,cablemodem,6638040,7072.0
BUENOS AIRES,Pilar,Villa Rosa,dial up,6638040,3.0
BUENOS AIRES,Pilar,Villa Rosa,fibra optica,6638040,2306.0
BUENOS AIRES,Pilar,Villa Rosa,wimax,6638040,360.0
BUENOS AIRES,Pilar,Villa Rosa,wireless,6638040,441.0
BUENOS AIRES,Pilar,Zelaya,adsl,6638040,4.0
BUENOS AIRES,Pilar,Zelaya,cablemodem,6638040,13.0
BUENOS AIRES,Pilar,Zelaya,otros,6638040,2.0
BUENOS AIRES,Pilar,Zelaya,wireless,6638040,5.0
BUENOS AIRES,Pinamar,Pinamar,adsl,6644010,6062.0
BUENOS AIRES,Pinamar,Pinamar,cablemodem,6644010,3288.0
BUENOS AIRES,Pinamar,Pinamar,fibra optica,6644010,18134.0
BUENOS AIRES,Pinamar,Pinamar,otros,6644010,1000.0
BUENOS AIRES,Pinamar,Pinamar,satelital,6644010,3.0
BUENOS AIRES,Presidente Perón,Guernica,adsl,6648010,20.0
BUENOS AIRES,Presidente Perón,Guernica,cablemodem,6648010,11448.0
BUENOS AIRES,Presidente Perón,Guernica,dial up,6648010,8.0
BUENOS AIRES,Presidente Perón,Guernica,fibra optica,6648010,8778.0
BUENOS AIRES,Presidente Perón,Guernica,otros,6648010,8.0
BUENOS AIRES,Presidente Perón,Guernica,wireless,6648010,112.0
BUENOS AIRES,Puán,Bordenave,fibra optica,6651020,172.0
BUENOS AIRES,Puán,Bordenave,satelital,6651020,1.0
BUENOS AIRES,Puán,Bordenave,wireless,6651020,159.0
BUENOS AIRES,Puán,Darregueira,adsl,6651030,205.0
BUENOS AIRES,Puán,Darregueira,cablemodem,6651030,946.0
BUENOS AIRES,Puán,Darregueira,dial up,6651030,1.0
BUENOS AIRES,Puán,Darregueira,fibra optica,6651030,1110.0
BUENOS AIRES,Puán,Darregueira,wireless,6651030,87.0
BUENOS AIRES,Puán,Puán,cablemodem,6651080,2098.0
BUENOS AIRES,Puán,Puán,fibra optica,6651080,1.0
BUENOS AIRES,Puán,Puán,satelital,6651080,1.0
BUENOS AIRES,Puán,Puán,wireless,6651080,92.0
BUENOS AIRES,Puán,San Germán,wireless,6651090,53.0
BUENOS AIRES,Puán,Villa Iris,fibra optica,6651110,672.0
BUENOS AIRES,Puán,Villa Iris,otros,6651110,5.0
BUENOS AIRES,Puán,Villa Iris,wireless,6651110,202.0
BUENOS AIRES,Punta Indio,Pipinas,cablemodem,6655030,114.0
BUENOS AIRES,Punta Indio,Punta Indio,wireless,6655040,115.0
